FIPS Code,State/Area,year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Area_Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Unemployment_rate
51000,New York city,2021,2,"6,937,515   ","4,075,152   ",58.7,"3,588,738   ",51.7,"486,414   ",11.9
37,North Carolina,2021,2,"8,290,127   ","4,876,713   ",58.8,"4,608,583   ",55.6,"268,130   ",5.5
38,North Dakota,2021,2,"595,599   ","408,163   ",68.5,"392,183   ",65.8,"15,980   ",3.9
39,Ohio,2021,2,"9,331,876   ","5,728,382   ",61.4,"5,391,710   ",57.8,"336,672   ",5.9
40,Oklahoma,2021,2,"3,053,903   ","1,860,033   ",60.9,"1,769,081   ",57.9,"90,952   ",4.9
41,Oregon,2021,2,"3,456,815   ","2,140,331   ",61.9,"2,005,894   ",58.0,"134,437   ",6.3
42,Pennsylvania,2021,2,"10,482,590   ","6,485,858   ",61.9,"6,019,056   ",57.4,"466,802   ",7.2
44,Rhode Island,2021,2,"898,505   ","570,094   ",63.4,"534,467   ",59.5,"35,627   ",6.2
45,South Carolina,2021,2,"4,098,406   ","2,348,725   ",57.3,"2,244,898   ",54.8,"103,827   ",4.4
46,South Dakota,2021,2,"680,141   ","467,041   ",68.7,"453,571   ",66.7,"13,470   ",2.9
47,Tennessee,2021,2,"5,500,415   ","3,319,263   ",60.3,"3,144,250   ",57.2,"175,013   ",5.3
48,Texas,2021,2,"22,392,694   ","14,168,563   ",63.3,"13,234,536   ",59.1,"934,027   ",6.6
49,Utah,2021,2,"2,463,941   ","1,671,287   ",67.8,"1,617,376   ",65.6,"53,911   ",3.2
50,Vermont,2021,2,"538,218   ","333,490   ",62.0,"318,443   ",59.2,"15,047   ",4.5
51,Virginia,2021,2,"6,789,739   ","4,312,387   ",63.5,"4,109,431   ",60.5,"202,956   ",4.7
53,Washington,2021,2,"6,147,564   ","3,878,148   ",63.1,"3,640,705   ",59.2,"237,443   ",6.1
54,West Virginia,2021,2,"1,443,047   ","776,303   ",53.8,"730,675   ",50.6,"45,628   ",5.9
55,Wisconsin,2021,2,"4,710,941   ","3,103,920   ",65.9,"2,964,828   ",62.9,"139,092   ",4.5
56,Wyoming,2021,2,"452,647   ","290,906   ",64.3,"275,416   ",60.8,"15,490   ",5.3
1,Alabama,2021,3,"3,982,193   ","2,257,026   ",56.7,"2,172,677   ",54.6,"84,349   ",3.7
2,Alaska,2021,3,"545,237   ","351,030   ",64.4,"326,308   ",59.8,"24,722   ",7.0
4,Arizona,2021,3,"5,724,774   ","3,522,772   ",61.5,"3,311,717   ",57.8,"211,055   ",6.0
5,Arkansas,2021,3,"2,356,218   ","1,336,541   ",56.7,"1,274,387   ",54.1,"62,154   ",4.7
6,California,2021,3,"31,110,436   ","18,841,613   ",60.6,"17,259,385   ",55.5,"1,582,228   ",8.4
37,Los Angeles County,2021,3,"7,966,265   ","4,970,625   ",62.4,"4,451,336   ",55.9,"519,289   ",10.4
8,Colorado,2021,3,"4,621,022   ","3,138,614   ",67.9,"2,945,861   ",63.7,"192,753   ",6.1
9,Connecticut,2021,3,"2,928,891   ","1,813,046   ",61.9,"1,688,664   ",57.7,"124,382   ",6.9
10,Delaware,2021,3,"804,443   ","494,172   ",61.4,"464,920   ",57.8,"29,252   ",5.9
11,District of Columbia,2021,3,"546,672   ","373,766   ",68.4,"347,514   ",63.6,"26,252   ",7.0
12,Florida,2021,3,"17,684,916   ","10,212,331   ",57.7,"9,667,587   ",54.7,"544,744   ",5.3
13,Georgia,2021,3,"8,367,615   ","5,175,916   ",61.9,"4,948,163   ",59.1,"227,753   ",4.4
15,Hawaii,2021,3,"1,124,519   ","676,301   ",60.1,"619,280   ",55.1,"57,021   ",8.4
16,Idaho,2021,3,"1,457,214   ","918,933   ",63.1,"883,353   ",60.6,"35,580   ",3.9
17,Illinois,2021,3,"10,093,653   ","6,327,813   ",62.7,"5,897,875   ",58.4,"429,938   ",6.8
18,Indiana,2021,3,"5,320,958   ","3,361,857   ",63.2,"3,214,865   ",60.4,"146,992   ",4.4
19,Iowa,2021,3,"2,506,557   ","1,680,437   ",67.0,"1,610,404   ",64.2,"70,033   ",4.2
20,Kansas,2021,3,"2,258,346   ","1,501,777   ",66.5,"1,448,085   ",64.1,"53,692   ",3.6
21,Kentucky,2021,3,"3,531,476   ","2,015,011   ",57.1,"1,924,418   ",54.5,"90,593   ",4.5
22,Louisiana,2021,3,"3,583,722   ","2,077,073   ",58.0,"1,940,874   ",54.2,"136,199   ",6.6
23,Maine,2021,3,"1,137,459   ","684,051   ",60.1,"651,510   ",57.3,"32,541   ",4.8
24,Maryland,2021,3,"4,880,722   ","3,173,857   ",65.0,"2,983,241   ",61.1,"190,616   ",6.0
25,Massachusetts,2021,3,"5,739,387   ","3,740,036   ",65.2,"3,500,858   ",61.0,"239,178   ",6.4
26,Michigan,2021,3,"8,063,261   ","4,762,269   ",59.1,"4,465,028   ",55.4,"297,241   ",6.2
27,Minnesota,2021,3,"4,497,769   ","3,034,263   ",67.5,"2,909,230   ",64.7,"125,033   ",4.1
28,Mississippi,2021,3,"2,280,362   ","1,257,229   ",55.1,"1,179,106   ",51.7,"78,123   ",6.2
29,Missouri,2021,3,"4,854,390   ","3,052,684   ",62.9,"2,909,046   ",59.9,"143,638   ",4.7
30,Montana,2021,3,"878,054   ","546,814   ",62.3,"526,393   ",59.9,"20,421   ",3.7
31,Nebraska,2021,3,"1,509,119   ","1,047,171   ",69.4,"1,016,730   ",67.4,"30,441   ",2.9
32,Nevada,2021,3,"2,486,267   ","1,503,443   ",60.5,"1,382,561   ",55.6,"120,882   ",8.0
33,New Hampshire,2021,3,"1,146,754   ","758,200   ",66.1,"728,617   ",63.5,"29,583   ",3.9
34,New Jersey,2021,3,"7,404,838   ","4,661,230   ",62.9,"4,329,648   ",58.5,"331,582   ",7.1
35,New Mexico,2021,3,"1,668,536   ","937,876   ",56.2,"863,432   ",51.7,"74,444   ",7.9
36,New York,2021,3,"16,114,067   ","9,541,206   ",59.2,"8,776,986   ",54.5,"764,220   ",8.0
51000,New York city,2021,3,"6,918,967   ","4,076,465   ",58.9,"3,611,200   ",52.2,"465,265   ",11.4
37,North Carolina,2021,3,"8,299,587   ","4,882,082   ",58.8,"4,619,631   ",55.7,"262,451   ",5.4
38,North Dakota,2021,3,"595,598   ","408,473   ",68.6,"393,412   ",66.1,"15,061   ",3.7
39,Ohio,2021,3,"9,329,946   ","5,729,596   ",61.4,"5,401,316   ",57.9,"328,280   ",5.7
40,Oklahoma,2021,3,"3,055,829   ","1,861,964   ",60.9,"1,773,542   ",58.0,"88,422   ",4.7
41,Oregon,2021,3,"3,458,336   ","2,145,840   ",62.0,"2,014,661   ",58.3,"131,179   ",6.1
42,Pennsylvania,2021,3,"10,485,283   ","6,476,878   ",61.8,"6,029,628   ",57.5,"447,250   ",6.9
44,Rhode Island,2021,3,"898,666   ","571,146   ",63.6,"536,401   ",59.7,"34,745   ",6.1
45,South Carolina,2021,3,"4,103,058   ","2,350,934   ",57.3,"2,250,340   ",54.8,"100,594   ",4.3
46,South Dakota,2021,3,"680,765   ","467,944   ",68.7,"454,640   ",66.8,"13,304   ",2.8
47,Tennessee,2021,3,"5,504,162   ","3,317,431   ",60.3,"3,146,908   ",57.2,"170,523   ",5.1
48,Texas,2021,3,"22,419,386   ","14,199,656   ",63.3,"13,291,247   ",59.3,"908,409   ",6.4
49,Utah,2021,3,"2,468,836   ","1,675,126   ",67.9,"1,623,597   ",65.8,"51,529   ",3.1
50,Vermont,2021,3,"538,576   ","334,449   ",62.1,"319,653   ",59.4,"14,796   ",4.4
51,Virginia,2021,3,"6,791,743   ","4,320,400   ",63.6,"4,123,484   ",60.7,"196,916   ",4.6
53,Washington,2021,3,"6,149,684   ","3,882,171   ",63.1,"3,653,458   ",59.4,"228,713   ",5.9
54,West Virginia,2021,3,"1,442,681   ","777,498   ",53.9,"732,775   ",50.8,"44,723   ",5.8
55,Wisconsin,2021,3,"4,710,980   ","3,106,637   ",65.9,"2,970,699   ",63.1,"135,938   ",4.4
56,Wyoming,2021,3,"452,905   ","290,762   ",64.2,"275,607   ",60.9,"15,155   ",5.2
1,Alabama,2021,4,"3,984,218   ","2,257,943   ",56.7,"2,175,666   ",54.6,"82,277   ",3.6
2,Alaska,2021,4,"545,405   ","352,250   ",64.6,"327,470   ",60.0,"24,780   ",7.0
4,Arizona,2021,4,"5,732,986   ","3,529,604   ",61.6,"3,325,839   ",58.0,"203,765   ",5.8
5,Arkansas,2021,4,"2,357,640   ","1,338,220   ",56.8,"1,277,934   ",54.2,"60,286   ",4.5
6,California,2021,4,"31,098,231   ","18,928,168   ",60.9,"17,367,539   ",55.8,"1,560,629   ",8.2
37,Los Angeles County,2021,4,"7,957,228   ","5,000,999   ",62.8,"4,490,141   ",56.4,"510,858   ",10.2
8,Colorado,2021,4,"4,624,882   ","3,151,329   ",68.1,"2,959,199   ",64.0,"192,130   ",6.1
9,Connecticut,2021,4,"2,931,743   ","1,814,471   ",61.9,"1,689,909   ",57.6,"124,562   ",6.9
10,Delaware,2021,4,"805,580   ","495,534   ",61.5,"466,169   ",57.9,"29,365   ",5.9
11,District of Columbia,2021,4,"546,643   ","375,273   ",68.7,"348,849   ",63.8,"26,424   ",7.0
12,Florida,2021,4,"17,706,252   ","10,260,663   ",57.9,"9,736,226   ",55.0,"524,437   ",5.1
13,Georgia,2021,4,"8,375,321   ","5,179,627   ",61.8,"4,959,867   ",59.2,"219,760   ",4.2
15,Hawaii,2021,4,"1,124,619   ","677,128   ",60.2,"624,691   ",55.5,"52,437   ",7.7
16,Idaho,2021,4,"1,461,358   ","921,375   ",63.0,"886,613   ",60.7,"34,762   ",3.8
17,Illinois,2021,4,"10,090,369   ","6,344,326   ",62.9,"5,922,625   ",58.7,"421,701   ",6.6
18,Indiana,2021,4,"5,323,903   ","3,365,126   ",63.2,"3,221,208   ",60.5,"143,918   ",4.3
19,Iowa,2021,4,"2,507,676   ","1,687,311   ",67.3,"1,616,865   ",64.5,"70,446   ",4.2
20,Kansas,2021,4,"2,259,033   ","1,503,382   ",66.5,"1,450,239   ",64.2,"53,143   ",3.5
21,Kentucky,2021,4,"3,532,019   ","2,019,666   ",57.2,"1,928,992   ",54.6,"90,674   ",4.5
22,Louisiana,2021,4,"3,582,885   ","2,079,974   ",58.1,"1,947,756   ",54.4,"132,218   ",6.4
23,Maine,2021,4,"1,138,791   ","686,838   ",60.3,"653,160   ",57.4,"33,678   ",4.9
24,Maryland,2021,4,"4,882,076   ","3,176,530   ",65.1,"2,990,622   ",61.3,"185,908   ",5.9
25,Massachusetts,2021,4,"5,741,388   ","3,750,513   ",65.3,"3,515,529   ",61.2,"234,984   ",6.3
26,Michigan,2021,4,"8,062,987   ","4,767,875   ",59.1,"4,471,099   ",55.5,"296,776   ",6.2
27,Minnesota,2021,4,"4,499,171   ","3,035,497   ",67.5,"2,913,114   ",64.7,"122,383   ",4.0
28,Mississippi,2021,4,"2,280,368   ","1,257,839   ",55.2,"1,181,493   ",51.8,"76,346   ",6.1
29,Missouri,2021,4,"4,856,787   ","3,054,204   ",62.9,"2,914,476   ",60.0,"139,728   ",4.6
30,Montana,2021,4,"879,656   ","548,529   ",62.4,"528,398   ",60.1,"20,131   ",3.7
31,Nebraska,2021,4,"1,509,659   ","1,048,338   ",69.4,"1,018,448   ",67.5,"29,890   ",2.9
32,Nevada,2021,4,"2,489,302   ","1,504,520   ",60.4,"1,388,969   ",55.8,"115,551   ",7.7
33,New Hampshire,2021,4,"1,147,621   ","758,614   ",66.1,"729,823   ",63.6,"28,791   ",3.8
34,New Jersey,2021,4,"7,406,795   ","4,675,579   ",63.1,"4,343,837   ",58.6,"331,742   ",7.1
35,New Mexico,2021,4,"1,669,237   ","941,571   ",56.4,"867,850   ",52.0,"73,721   ",7.8
36,New York,2021,4,"16,101,645   ","9,558,780   ",59.4,"8,814,695   ",54.7,"744,085   ",7.8
51000,New York city,2021,4,"6,900,684   ","4,088,882   ",59.3,"3,636,464   ",52.7,"452,418   ",11.1
37,North Carolina,2021,4,"8,310,617   ","4,886,886   ",58.8,"4,630,964   ",55.7,"255,922   ",5.2
38,North Dakota,2021,4,"595,703   ","408,705   ",68.6,"394,562   ",66.2,"14,143   ",3.5
39,Ohio,2021,4,"9,329,347   ","5,735,826   ",61.5,"5,414,936   ",58.0,"320,890   ",5.6
40,Oklahoma,2021,4,"3,058,294   ","1,863,862   ",60.9,"1,777,846   ",58.1,"86,016   ",4.6
41,Oregon,2021,4,"3,460,319   ","2,151,417   ",62.2,"2,024,294   ",58.5,"127,123   ",5.9
42,Pennsylvania,2021,4,"10,489,461   ","6,471,769   ",61.7,"6,041,633   ",57.6,"430,136   ",6.6
44,Rhode Island,2021,4,"898,957   ","572,836   ",63.7,"538,034   ",59.9,"34,802   ",6.1
45,South Carolina,2021,4,"4,108,556   ","2,354,386   ",57.3,"2,256,080   ",54.9,"98,306   ",4.2
46,South Dakota,2021,4,"681,521   ","468,912   ",68.8,"455,658   ",66.9,"13,254   ",2.8
47,Tennessee,2021,4,"5,508,700   ","3,320,166   ",60.3,"3,153,494   ",57.2,"166,672   ",5.0
48,Texas,2021,4,"22,449,685   ","14,238,796   ",63.4,"13,356,777   ",59.5,"882,019   ",6.2
49,Utah,2021,4,"2,474,106   ","1,679,889   ",67.9,"1,629,918   ",65.9,"49,971   ",3.0
50,Vermont,2021,4,"539,015   ","335,265   ",62.2,"321,094   ",59.6,"14,171   ",4.2
51,Virginia,2021,4,"6,794,896   ","4,327,112   ",63.7,"4,137,966   ",60.9,"189,146   ",4.4
53,Washington,2021,4,"6,152,774   ","3,887,981   ",63.2,"3,667,512   ",59.6,"220,469   ",5.7
54,West Virginia,2021,4,"1,442,491   ","778,884   ",54.0,"735,084   ",51.0,"43,800   ",5.6
55,Wisconsin,2021,4,"4,711,716   ","3,110,041   ",66.0,"2,976,961   ",63.2,"133,080   ",4.3
56,Wyoming,2021,4,"453,235   ","290,590   ",64.1,"275,886   ",60.9,"14,704   ",5.1
1,Alabama,2021,5,"3,986,386   ","2,257,588   ",56.6,"2,177,799   ",54.6,"79,789   ",3.5
2,Alaska,2021,5,"545,641   ","352,599   ",64.6,"328,554   ",60.2,"24,045   ",6.8
4,Arizona,2021,5,"5,741,561   ","3,533,615   ",61.5,"3,339,217   ",58.2,"194,398   ",5.5
5,Arkansas,2021,5,"2,359,240   ","1,338,964   ",56.8,"1,281,096   ",54.3,"57,868   ",4.3
6,California,2021,5,"31,085,758   ","18,966,081   ",61.0,"17,470,425   ",56.2,"1,495,656   ",7.9
37,Los Angeles County,2021,5,"7,947,879   ","5,009,648   ",63.0,"4,524,507   ",56.9,"485,141   ",9.7
8,Colorado,2021,5,"4,628,971   ","3,156,466   ",68.2,"2,971,599   ",64.2,"184,867   ",5.9
9,Connecticut,2021,5,"2,934,836   ","1,812,894   ",61.8,"1,691,533   ",57.6,"121,361   ",6.7
10,Delaware,2021,5,"806,736   ","496,118   ",61.5,"467,077   ",57.9,"29,041   ",5.9
11,District of Columbia,2021,5,"546,549   ","377,194   ",69.0,"350,600   ",64.1,"26,594   ",7.1
12,Florida,2021,5,"17,728,751   ","10,308,309   ",58.1,"9,804,480   ",55.3,"503,829   ",4.9
13,Georgia,2021,5,"8,383,012   ","5,183,214   ",61.8,"4,971,177   ",59.3,"212,037   ",4.1
15,Hawaii,2021,5,"1,124,723   ","675,425   ",60.1,"629,135   ",55.9,"46,290   ",6.9
16,Idaho,2021,5,"1,465,700   ","923,300   ",63.0,"889,675   ",60.7,"33,625   ",3.6
17,Illinois,2021,5,"10,087,546   ","6,355,520   ",63.0,"5,946,567   ",58.9,"408,953   ",6.4
18,Indiana,2021,5,"5,327,120   ","3,365,445   ",63.2,"3,225,960   ",60.6,"139,485   ",4.1
19,Iowa,2021,5,"2,509,033   ","1,692,792   ",67.5,"1,622,936   ",64.7,"69,856   ",4.1
20,Kansas,2021,5,"2,259,869   ","1,504,458   ",66.6,"1,451,840   ",64.2,"52,618   ",3.5
21,Kentucky,2021,5,"3,532,829   ","2,022,997   ",57.3,"1,932,134   ",54.7,"90,863   ",4.5
22,Louisiana,2021,5,"3,582,025   ","2,080,141   ",58.1,"1,953,870   ",54.5,"126,271   ",6.1
23,Maine,2021,5,"1,140,279   ","687,603   ",60.3,"654,349   ",57.4,"33,254   ",4.8
24,Maryland,2021,5,"4,883,387   ","3,179,389   ",65.1,"2,998,799   ",61.4,"180,590   ",5.7
25,Massachusetts,2021,5,"5,743,682   ","3,747,162   ",65.2,"3,528,915   ",61.4,"218,247   ",5.8
26,Michigan,2021,5,"8,063,153   ","4,773,124   ",59.2,"4,478,057   ",55.5,"295,067   ",6.2
27,Minnesota,2021,5,"4,500,959   ","3,037,231   ",67.5,"2,918,024   ",64.8,"119,207   ",3.9
28,Mississippi,2021,5,"2,280,431   ","1,258,113   ",55.2,"1,183,855   ",51.9,"74,258   ",5.9
29,Missouri,2021,5,"4,859,551   ","3,053,413   ",62.8,"2,919,490   ",60.1,"133,923   ",4.4
30,Montana,2021,5,"881,328   ","549,708   ",62.4,"530,032   ",60.1,"19,676   ",3.6
31,Nebraska,2021,5,"1,510,291   ","1,049,118   ",69.5,"1,019,987   ",67.5,"29,131   ",2.8
32,Nevada,2021,5,"2,492,389   ","1,503,525   ",60.3,"1,394,370   ",55.9,"109,155   ",7.3
33,New Hampshire,2021,5,"1,148,585   ","758,275   ",66.0,"730,725   ",63.6,"27,550   ",3.6
34,New Jersey,2021,5,"7,408,914   ","4,678,360   ",63.1,"4,355,340   ",58.8,"323,020   ",6.9
35,New Mexico,2021,5,"1,669,927   ","942,751   ",56.5,"872,264   ",52.2,"70,487   ",7.5
36,New York,2021,5,"16,089,443   ","9,558,574   ",59.4,"8,852,224   ",55.0,"706,350   ",7.4
51000,New York city,2021,5,"6,882,159   ","4,086,988   ",59.4,"3,661,866   ",53.2,"425,122   ",10.4
37,North Carolina,2021,5,"8,321,938   ","4,890,841   ",58.8,"4,641,385   ",55.8,"249,456   ",5.1
38,North Dakota,2021,5,"595,816   ","408,641   ",68.6,"395,461   ",66.4,"13,180   ",3.2
39,Ohio,2021,5,"9,329,355   ","5,739,281   ",61.5,"5,428,999   ",58.2,"310,282   ",5.4
40,Oklahoma,2021,5,"3,060,972   ","1,864,565   ",60.9,"1,781,550   ",58.2,"83,015   ",4.5
41,Oregon,2021,5,"3,462,625   ","2,152,762   ",62.2,"2,032,813   ",58.7,"119,949   ",5.6
42,Pennsylvania,2021,5,"10,494,377   ","6,464,335   ",61.6,"6,051,491   ",57.7,"412,844   ",6.4
44,Rhode Island,2021,5,"899,282   ","573,069   ",63.7,"539,224   ",60.0,"33,845   ",5.9
45,South Carolina,2021,5,"4,114,230   ","2,357,454   ",57.3,"2,260,898   ",55.0,"96,556   ",4.1
46,South Dakota,2021,5,"682,350   ","469,659   ",68.8,"456,536   ",66.9,"13,123   ",2.8
47,Tennessee,2021,5,"5,513,535   ","3,323,858   ",60.3,"3,163,526   ",57.4,"160,332   ",4.8
48,Texas,2021,5,"22,479,631   ","14,272,260   ",63.5,"13,424,638   ",59.7,"847,622   ",5.9
49,Utah,2021,5,"2,479,430   ","1,683,902   ",67.9,"1,635,746   ",66.0,"48,156   ",2.9
50,Vermont,2021,5,"539,522   ","335,786   ",62.2,"322,499   ",59.8,"13,287   ",4.0
51,Virginia,2021,5,"6,798,234   ","4,331,863   ",63.7,"4,151,293   ",61.1,"180,570   ",4.2
53,Washington,2021,5,"6,156,293   ","3,892,531   ",63.2,"3,680,710   ",59.8,"211,821   ",5.4
54,West Virginia,2021,5,"1,442,506   ","779,972   ",54.1,"737,307   ",51.1,"42,665   ",5.5
55,Wisconsin,2021,5,"4,712,862   ","3,111,142   ",66.0,"2,982,566   ",63.3,"128,576   ",4.1
56,Wyoming,2021,5,"453,584   ","290,163   ",64.0,"276,068   ",60.9,"14,095   ",4.9
1,Alabama,2021,6,"3,988,623   ","2,256,834   ",56.6,"2,178,735   ",54.6,"78,099   ",3.5
2,Alaska,2021,6,"545,727   ","353,649   ",64.8,"329,589   ",60.4,"24,060   ",6.8
4,Arizona,2021,6,"5,750,225   ","3,536,243   ",61.5,"3,350,595   ",58.3,"185,648   ",5.2
5,Arkansas,2021,6,"2,360,849   ","1,339,341   ",56.7,"1,283,435   ",54.4,"55,906   ",4.2
6,California,2021,6,"31,073,537   ","19,053,546   ",61.3,"17,570,885   ",56.5,"1,482,661   ",7.8
37,Los Angeles County,2021,6,"7,938,532   ","5,033,365   ",63.4,"4,555,340   ",57.4,"478,025   ",9.5
8,Colorado,2021,6,"4,633,010   ","3,166,563   ",68.3,"2,982,191   ",64.4,"184,372   ",5.8
9,Connecticut,2021,6,"2,937,887   ","1,835,081   ",62.5,"1,712,988   ",58.3,"122,093   ",6.7
10,Delaware,2021,6,"807,878   ","496,055   ",61.4,"467,349   ",57.8,"28,706   ",5.8
11,District of Columbia,2021,6,"546,499   ","379,747   ",69.5,"352,375   ",64.5,"27,372   ",7.2
12,Florida,2021,6,"17,751,461   ","10,365,645   ",58.4,"9,865,545   ",55.6,"500,100   ",4.8
13,Georgia,2021,6,"8,390,583   ","5,185,097   ",61.8,"4,978,936   ",59.3,"206,161   ",4.0
15,Hawaii,2021,6,"1,124,779   ","675,350   ",60.0,"632,759   ",56.3,"42,591   ",6.3
16,Idaho,2021,6,"1,470,006   ","925,271   ",62.9,"892,321   ",60.7,"32,950   ",3.6
17,Illinois,2021,6,"10,084,771   ","6,371,760   ",63.2,"5,966,471   ",59.2,"405,289   ",6.4
18,Indiana,2021,6,"5,330,445   ","3,363,914   ",63.1,"3,227,295   ",60.5,"136,619   ",4.1
19,Iowa,2021,6,"2,510,426   ","1,697,570   ",67.6,"1,628,287   ",64.9,"69,283   ",4.1
20,Kansas,2021,6,"2,260,728   ","1,505,241   ",66.6,"1,452,604   ",64.3,"52,637   ",3.5
21,Kentucky,2021,6,"3,533,636   ","2,025,464   ",57.3,"1,933,762   ",54.7,"91,702   ",4.5
22,Louisiana,2021,6,"3,581,185   ","2,080,576   ",58.1,"1,958,296   ",54.7,"122,280   ",5.9
23,Maine,2021,6,"1,141,784   ","688,993   ",60.3,"654,873   ",57.4,"34,120   ",5.0
24,Maryland,2021,6,"4,884,759   ","3,186,196   ",65.2,"3,004,389   ",61.5,"181,807   ",5.7
25,Massachusetts,2021,6,"5,746,068   ","3,758,717   ",65.4,"3,538,885   ",61.6,"219,832   ",5.8
26,Michigan,2021,6,"8,063,504   ","4,783,380   ",59.3,"4,484,801   ",55.6,"298,579   ",6.2
27,Minnesota,2021,6,"4,502,912   ","3,038,621   ",67.5,"2,920,746   ",64.9,"117,875   ",3.9
28,Mississippi,2021,6,"2,280,455   ","1,257,602   ",55.1,"1,185,668   ",52.0,"71,934   ",5.7
29,Missouri,2021,6,"4,862,309   ","3,052,928   ",62.8,"2,924,215   ",60.1,"128,713   ",4.2
30,Montana,2021,6,"883,003   ","550,519   ",62.3,"531,119   ",60.1,"19,400   ",3.5
31,Nebraska,2021,6,"1,510,940   ","1,049,898   ",69.5,"1,021,102   ",67.6,"28,796   ",2.7
32,Nevada,2021,6,"2,495,499   ","1,503,407   ",60.2,"1,398,651   ",56.0,"104,756   ",7.0
33,New Hampshire,2021,6,"1,149,597   ","757,836   ",65.9,"731,038   ",63.6,"26,798   ",3.5
34,New Jersey,2021,6,"7,411,184   ","4,695,852   ",63.4,"4,362,613   ",58.9,"333,239   ",7.1
35,New Mexico,2021,6,"1,670,641   ","946,124   ",56.6,"876,131   ",52.4,"69,993   ",7.4
36,New York,2021,6,"16,077,498   ","9,590,039   ",59.6,"8,885,116   ",55.3,"704,923   ",7.4
51000,New York city,2021,6,"6,863,576   ","4,116,222   ",60.0,"3,685,527   ",53.7,"430,695   ",10.5
37,North Carolina,2021,6,"8,332,993   ","4,923,333   ",59.1,"4,674,900   ",56.1,"248,433   ",5.0
38,North Dakota,2021,6,"595,960   ","408,534   ",68.6,"396,116   ",66.5,"12,418   ",3.0
39,Ohio,2021,6,"9,329,535   ","5,741,468   ",61.5,"5,439,237   ",58.3,"302,231   ",5.3
40,Oklahoma,2021,6,"3,063,598   ","1,864,019   ",60.8,"1,784,190   ",58.2,"79,829   ",4.3
41,Oregon,2021,6,"3,465,001   ","2,154,506   ",62.2,"2,038,536   ",58.8,"115,970   ",5.4
42,Pennsylvania,2021,6,"10,499,501   ","6,458,105   ",61.5,"6,057,076   ",57.7,"401,029   ",6.2
44,Rhode Island,2021,6,"899,684   ","574,515   ",63.9,"539,972   ",60.0,"34,543   ",6.0
45,South Carolina,2021,6,"4,119,781   ","2,359,228   ",57.3,"2,263,556   ",54.9,"95,672   ",4.1
46,South Dakota,2021,6,"683,142   ","470,382   ",68.9,"457,276   ",66.9,"13,106   ",2.8
47,Tennessee,2021,6,"5,518,422   ","3,328,054   ",60.3,"3,173,586   ",57.5,"154,468   ",4.6
48,Texas,2021,6,"22,509,716   ","14,322,661   ",63.6,"13,486,729   ",59.9,"835,932   ",5.8
49,Utah,2021,6,"2,484,807   ","1,687,526   ",67.9,"1,640,549   ",66.0,"46,977   ",2.8
50,Vermont,2021,6,"540,047   ","336,051   ",62.2,"323,587   ",59.9,"12,464   ",3.7
51,Virginia,2021,6,"6,801,497   ","4,332,793   ",63.7,"4,160,596   ",61.2,"172,197   ",4.0
53,Washington,2021,6,"6,159,731   ","3,900,052   ",63.3,"3,693,110   ",60.0,"206,942   ",5.3
54,West Virginia,2021,6,"1,442,557   ","780,593   ",54.1,"739,001   ",51.2,"41,592   ",5.3
55,Wisconsin,2021,6,"4,714,110   ","3,110,985   ",66.0,"2,985,836   ",63.3,"125,149   ",4.0
56,Wyoming,2021,6,"453,963   ","289,620   ",63.8,"276,053   ",60.8,"13,567   ",4.7
1,Alabama,2021,7,"3,990,994   ","2,254,990   ",56.5,"2,179,692   ",54.6,"75,298   ",3.3
2,Alaska,2021,7,"546,057   ","353,548   ",64.7,"330,645   ",60.6,"22,903   ",6.5
4,Arizona,2021,7,"5,759,381   ","3,535,501   ",61.4,"3,360,228   ",58.3,"175,273   ",5.0
5,Arkansas,2021,7,"2,362,662   ","1,338,179   ",56.6,"1,285,144   ",54.4,"53,035   ",4.0
6,California,2021,7,"31,063,502   ","19,046,459   ",61.3,"17,644,769   ",56.8,"1,401,690   ",7.4
37,Los Angeles County,2021,7,"7,929,192   ","5,020,942   ",63.3,"4,574,359   ",57.7,"446,583   ",8.9
8,Colorado,2021,7,"4,637,587   ","3,168,200   ",68.3,"2,991,063   ",64.5,"177,137   ",5.6
9,Connecticut,2021,7,"2,941,186   ","1,851,127   ",62.9,"1,732,894   ",58.9,"118,233   ",6.4
10,Delaware,2021,7,"809,111   ","494,982   ",61.2,"467,169   ",57.7,"27,813   ",5.6
11,District of Columbia,2021,7,"546,470   ","380,756   ",69.7,"353,984   ",64.8,"26,772   ",7.0
12,Florida,2021,7,"17,775,674   ","10,394,916   ",58.5,"9,918,993   ",55.8,"475,923   ",4.6
13,Georgia,2021,7,"8,398,404   ","5,181,556   ",61.7,"4,983,312   ",59.3,"198,244   ",3.8
15,Hawaii,2021,7,"1,125,075   ","671,850   ",59.7,"635,023   ",56.4,"36,827   ",5.5
16,Idaho,2021,7,"1,474,450   ","926,763   ",62.9,"894,644   ",60.7,"32,119   ",3.5
17,Illinois,2021,7,"10,082,026   ","6,374,958   ",63.2,"5,983,175   ",59.3,"391,783   ",6.1
18,Indiana,2021,7,"5,334,143   ","3,357,472   ",62.9,"3,226,159   ",60.5,"131,313   ",3.9
